image,gt,aeroplane,bicycle,bird,boat,bottle,bus,car,cat,chair,cow,diningtable,dog,horse,motorbike,person,pottedplant,sheep,sofa,train,tvmonitor
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2008_004135.jpg,['person'],-17.05156898498535,-17.693269729614258,-10.864466667175291,-18.738880157470703,-5.950781345367432,-15.19403839111328,-13.935965538024902,-7.52712869644165,-8.922607421875,-17.391971588134766,-12.44923973083496,-14.262124061584473,-16.340484619140625,-17.672475814819336,20.45570182800293,-8.765265464782715,-18.15634155273437,-13.43715763092041,-15.573243141174316,-10.06148910522461
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2008_004137.jpg,['person'],-18.195293426513672,-15.864439010620115,-12.102690696716309,-15.270318031311035,-2.90958833694458,-16.584413528442383,-15.257386207580566,-14.069466590881348,-4.206186294555664,-18.69052124023437,-6.552761077880859,-10.259746551513672,-8.344551086425781,-15.38146686553955,17.051990509033203,-6.362202167510986,-16.1691951751709,-14.865486145019531,-14.212075233459473,-12.97360610961914
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2008_004140.jpg,"['diningtable', 'person']",-19.66452980041504,-14.438603401184082,-17.903568267822266,-14.761832237243652,-5.654896259307861,-17.58985710144043,-15.315489768981934,-14.24335479736328,-6.013472557067871,-15.330053329467772,-1.9822932481765747,-14.434446334838867,-14.984846115112305,-14.072455406188965,17.700284957885742,-4.006912708282471,-19.014892578125,-8.52882194519043,-14.872689247131348,-8.741189002990723
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2008_004142.jpg,"['bicycle', 'car', 'person']",-7.064785480499268,-5.719534397125244,-12.528965950012209,-5.812892913818359,-11.346406936645508,-5.415240287780762,-2.2032406330108643,-11.835336685180664,-13.027193069458008,-5.254792213439941,-8.657669067382812,-8.326567649841309,0.4701806604862213,6.5650482177734375,9.683429718017578,-7.112744331359863,-5.997143268585205,-9.400181770324709,-9.03090000152588,-8.569880485534668
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2008_004155.jpg,['cat'],-12.244961738586426,-14.536362648010254,-11.943029403686523,-14.426851272583008,-15.466710090637209,-10.911761283874512,-8.785112380981445,10.986055374145508,-14.023706436157228,-12.92722225189209,-13.903972625732422,-14.809889793395996,-13.56080722808838,-11.941248893737791,-14.506340980529783,-15.01107692718506,-12.901846885681152,-12.598453521728516,-13.276201248168944,-11.515660285949709
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2008_004166.jpg,['horse'],-11.69143295288086,-14.145329475402832,-11.691168785095217,-14.24793529510498,-16.239709854125977,-17.405561447143555,-6.888174057006836,-13.608776092529297,-13.409801483154297,-6.820623397827148,-10.98794174194336,-9.77774429321289,7.947636127471924,-17.92142677307129,-9.706716537475586,-11.98538875579834,-11.604726791381836,-14.67772388458252,-15.71863079071045,-20.70027732849121
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2008_004174.jpg,['dog'],-18.385387420654297,-16.182538986206055,-6.485816955566406,-16.382095336914062,-9.39392375946045,-15.454992294311523,-12.831934928894045,-1.5164003372192385,-19.59375762939453,-9.747364044189451,-13.609416007995604,-3.2927966117858887,-7.825300693511963,-16.22447967529297,-11.649529457092283,-18.126169204711918,-3.494060039520264,-12.666542053222656,-16.29810333251953,-10.308283805847168
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2008_004175.jpg,['horse'],-15.117520332336426,-17.9620418548584,-12.957230567932127,-12.148768424987791,-18.033111572265625,-16.525238037109375,-12.816271781921388,-11.139429092407228,-14.08520793914795,-10.196709632873535,-13.858081817626951,-13.10146713256836,5.856994152069092,-17.590227127075195,-9.404176712036133,-6.896506786346436,-11.757221221923828,-11.467594146728516,-19.56187629699707,-18.010923385620117
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2008_004178.jpg,['bottle'],-14.832791328430176,-11.723458290100098,-9.355584144592283,-9.839945793151855,-2.437732458114624,-4.641300201416016,-3.3674275875091557,-9.195030212402344,-10.14462947845459,-9.641581535339355,-16.03360366821289,-7.10577392578125,-13.221498489379885,-3.444252014160156,0.365683913230896,-7.911806583404541,-14.536521911621094,-17.08071517944336,3.48952579498291,-9.51023006439209
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2008_004182.jpg,"['car', 'person']",-12.194544792175291,-7.111422061920166,-8.916984558105469,-7.497416973114014,-3.226715326309204,-8.082297325134277,-7.535550594329834,-17.59205436706543,-12.459552764892578,-15.549148559570312,-13.439475059509276,-11.217594146728516,-12.738032341003418,-11.473278999328612,15.79157257080078,-17.00547981262207,-11.184410095214844,-14.418171882629396,-13.695464134216309,-10.25320053100586
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2008_004188.jpg,"['dog', 'person']",-15.502026557922363,-9.165205001831056,-11.081031799316406,-13.076582908630373,-8.180970191955566,-12.336684226989746,-13.19465446472168,-11.45309352874756,-6.380729675292969,-9.659588813781738,-16.45136260986328,2.808178424835205,-11.759990692138672,-6.375821590423584,11.65317153930664,-10.393190383911133,-8.421204566955566,-17.19744110107422,-12.81409740447998,-9.318068504333496
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2008_004189.jpg,['cat'],-16.356990814208984,-15.374659538269045,-12.810786247253418,-15.500528335571287,-16.2601318359375,-16.1822452545166,-12.18624210357666,13.398192405700684,-11.505081176757812,-14.392362594604492,-17.546070098876953,-14.394146919250488,-17.262027740478516,-10.756110191345217,-12.013631820678713,-11.078646659851074,-19.962366104125977,-10.46163558959961,-12.418028831481934,-14.504884719848633
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2008_004190.jpg,['aeroplane'],11.09129810333252,-15.88042163848877,-15.209671974182127,-12.887934684753418,-14.071216583251951,-8.444782257080078,-8.288945198059082,-14.698389053344728,-17.188308715820312,-11.323768615722656,-15.504547119140623,-14.125826835632324,-13.276158332824709,-12.711454391479492,-9.007951736450195,-16.76711082458496,-11.515209197998049,-15.842690467834473,-12.58755874633789,-15.212462425231934
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2008_004198.jpg,['person'],-17.252105712890625,-11.99921703338623,-7.568411827087402,-10.492108345031738,-10.172541618347168,-9.887289047241213,-11.213562965393066,-13.68217945098877,-1.4723681211471558,-12.670997619628906,-9.844801902770996,-15.11369800567627,-8.60373306274414,-11.283438682556152,8.776731491088867,-14.736198425292969,-8.55848503112793,-15.79958438873291,-7.863594055175781,-7.883575916290283
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2008_004203.jpg,['person'],-14.287578582763672,-3.193753242492676,-7.506045818328857,-10.157845497131348,-10.13198184967041,-14.82683277130127,-11.691694259643556,-13.37351417541504,-17.97444725036621,-9.13530731201172,-17.15685272216797,-3.295861005783081,-13.666746139526367,-0.4160938858985901,12.807653427124023,-15.598028182983398,-11.61855697631836,-15.697951316833496,-13.545451164245604,-14.33205509185791
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2008_004205.jpg,['person'],-15.352810859680176,-8.405896186828613,-8.827679634094238,-10.287457466125488,-10.056315422058104,-13.797429084777832,-5.890779972076416,-11.665809631347656,-14.007949829101562,-10.644376754760742,-19.72477912902832,-9.172491073608398,-13.115049362182615,-15.569036483764648,11.631509780883787,-9.299118995666504,-18.226638793945312,-13.142074584960938,-12.763579368591309,-13.439969062805176
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2008_004212.jpg,['train'],-8.087908744812012,-11.99512004852295,-12.400395393371582,-1.7440677881240845,-11.676030158996582,-9.489282608032228,-1.4962021112442017,-18.876020431518555,-17.987855911254883,-13.50801944732666,-14.48303508758545,-10.461771965026855,-11.474574089050291,-11.97266674041748,0.3557733297348022,-10.38148593902588,-9.949665069580078,-16.28772735595703,4.983127593994141,-14.04021167755127
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2008_004213.jpg,['person'],-13.944157600402832,-10.055785179138184,-19.865358352661133,-18.293109893798828,-3.2720017433166504,-20.426855087280277,-7.209275722503662,-9.86357307434082,-5.886948108673096,-18.383419036865234,-13.173839569091797,-11.987566947937012,-17.968984603881836,-15.727575302124023,15.08717918395996,-14.369927406311035,-17.0260009765625,-11.11847972869873,-17.414915084838867,-13.903438568115234
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2008_004214.jpg,['train'],-17.89740562438965,-11.036645889282228,-15.57289981842041,-17.754806518554688,-16.5423583984375,-8.802691459655762,-6.731327533721924,-13.267149925231934,-11.880735397338867,-12.35658073425293,-21.688549041748047,-14.175713539123535,-15.49574089050293,-12.558558464050291,-6.805559158325195,-7.836902141571045,-12.172971725463867,-15.853578567504885,8.40382194519043,-12.63715648651123
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2008_004216.jpg,['diningtable'],-16.65404510498047,-10.440752029418944,-7.834576606750488,-18.88252830505371,-11.669360160827637,-19.68891906738281,-10.233092308044434,-5.784696578979492,-1.4762794971466064,-14.84730339050293,-6.768467903137207,-13.11463737487793,-13.156250953674316,-7.373295307159424,9.124165534973145,-6.700891971588135,-12.67508316040039,-15.613751411437988,-15.764817237854004,-3.7361650466918954
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2008_004221.jpg,['person'],-15.067914009094238,-13.548539161682127,-10.352076530456545,-10.790741920471191,-10.036259651184082,-8.488495826721191,-10.049893379211426,-18.395753860473636,-8.574095726013184,-16.421546936035156,-13.38865566253662,-10.988612174987791,-9.130884170532228,-12.524580001831056,14.950080871582031,-10.996221542358398,-14.602928161621094,-13.599032402038574,-13.53217887878418,-9.634783744812012
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2008_004230.jpg,['person'],-13.054139137268066,-9.427424430847168,-6.032064437866211,-15.978129386901855,-7.926220417022705,-15.148358345031738,-13.143031120300291,-9.985455513000488,-11.542041778564451,-6.581309795379639,-15.687039375305176,-17.533342361450195,-7.863139152526855,-15.382336616516112,11.55545425415039,-16.365888595581055,-7.560057163238525,-16.684316635131836,-13.612544059753418,-11.739240646362305
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2008_004234.jpg,['bird'],-13.354323387145996,-11.236432075500488,8.122096061706543,-16.257061004638672,-15.656527519226074,-14.887214660644531,-14.27247714996338,-8.709554672241211,-18.71598625183105,-17.593053817749023,-15.509285926818848,-15.119696617126465,-13.384464263916016,-14.400652885437012,-10.88795280456543,-10.21591854095459,-17.971683502197266,-14.978883743286133,-15.193593978881836,-10.3582124710083
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2008_004242.jpg,"['boat', 'person']",-9.583677291870115,-10.103178024291992,-8.998845100402832,-7.039016246795654,-8.255600929260254,-7.687077522277832,7.329330921173096,-6.262972831726074,-15.178888320922852,-12.801877975463867,-14.27438735961914,-12.813426971435549,-10.354300498962402,-14.99697208404541,10.91183090209961,-11.42920207977295,-13.161694526672363,-10.25551986694336,-9.734308242797852,-12.18207836151123
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2008_004243.jpg,['person'],-15.545435905456545,-17.71503257751465,-13.539657592773438,-11.134369850158691,-5.919470310211182,-17.42127799987793,-9.8387451171875,-9.113040924072266,-10.669622421264648,-16.997276306152344,-11.92054557800293,-19.693342208862305,-18.28736686706543,-15.598308563232422,14.442916870117188,-8.591553688049316,-16.073150634765625,-15.705902099609377,-12.979336738586426,-6.962687015533447
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2008_004245.jpg,['person'],-18.39790153503418,-15.260083198547363,-15.759116172790527,-14.711917877197266,-12.848941802978516,-14.50778865814209,-10.631287574768066,-20.08473014831543,-7.415780544281006,-19.25920867919922,-11.80039119720459,-14.799562454223633,-10.224676132202148,-11.381739616394045,19.25910758972168,-10.207462310791016,-18.024436950683597,-10.70313549041748,-14.709808349609377,-16.53664779663086
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2008_004251.jpg,"['bird', 'chair']",-14.33502960205078,-12.460156440734863,-4.490631103515625,1.7586654424667358,-19.876914978027344,-18.92545509338379,-10.894735336303713,-15.405657768249512,-12.039796829223633,-8.689384460449219,-15.56971836090088,-3.185482978820801,-13.56702709197998,-10.86412525177002,-6.673425197601318,-14.463866233825684,-10.508281707763672,-9.095623970031738,-14.453983306884766,-20.318906784057617
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2008_004257.jpg,['cat'],-13.41808795928955,-14.59623908996582,-10.78796100616455,-15.457530975341797,-13.10288143157959,-12.888259887695312,-11.469664573669434,13.294034957885742,-15.846046447753906,-14.23862075805664,-16.595033645629883,-17.114656448364258,-18.36404609680176,-11.766050338745115,-11.780282974243164,-14.033801078796388,-16.185588836669922,-12.545888900756836,-10.48987102508545,-14.287671089172363
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2008_004258.jpg,['person'],-6.059051036834717,-5.480336666107178,-9.17879581451416,-12.406693458557127,1.4208605289459229,-12.230817794799805,-8.234107971191406,-10.386770248413086,-3.734098434448242,-7.162567138671875,-14.53287410736084,-5.972189903259277,-11.659734725952148,-6.720913410186768,-8.957462310791016,-8.62641716003418,-8.98647689819336,-8.88476276397705,-7.833315849304199,-3.576761245727539
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2008_004263.jpg,['person'],-12.098219871520996,-7.762704372406006,-7.257382392883301,-8.89656925201416,-1.0586316585540771,-5.514228820800781,-4.874174118041992,-5.271872043609619,-2.5621557235717773,-8.618573188781738,-7.81391716003418,-5.1780524253845215,-11.356908798217772,-12.10285758972168,11.074211120605469,-5.067099094390869,-9.47879123687744,-12.040529251098633,-10.3472318649292,-9.31381130218506
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2008_004270.jpg,['person'],-12.992185592651367,-15.25100803375244,-16.091197967529297,-9.25383472442627,-9.976499557495115,-19.742136001586918,-12.823777198791504,-11.580106735229492,-7.321750640869141,-18.9475154876709,-12.316482543945312,-12.831592559814451,-9.492778778076172,-15.895291328430176,19.382179260253903,-14.508134841918944,-9.408449172973633,-5.060348987579346,-14.775212287902832,-18.491928100585938
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2008_004271.jpg,['sofa'],-8.035477638244629,-5.984593391418457,-9.453227043151855,-5.716821193695068,-8.538657188415527,-13.44621753692627,-10.260333061218262,-15.345745086669922,-0.0222809053957462,-10.286462783813477,-11.93184757232666,-10.899535179138184,-10.625739097595217,-15.25856876373291,-11.944580078125,-8.885547637939453,-12.101587295532228,-0.3011005520820617,-9.890256881713867,6.274302005767822
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2008_004273.jpg,['dog'],-9.070911407470703,-13.065287590026855,-10.609816551208496,-11.795177459716797,-13.684886932373049,-11.596251487731934,-7.788613796234131,-12.137039184570312,-7.139791488647461,-11.882461547851562,-12.39574146270752,11.096634864807127,-15.847885131835938,-12.157031059265137,-13.888711929321287,-11.74434757232666,-16.279428482055664,-9.706806182861328,-12.929762840270996,-13.168648719787598
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2008_004278.jpg,['person'],-14.068753242492676,-10.57933521270752,-11.793359756469728,-11.263174057006836,-5.127070903778076,-16.177865982055664,-18.65690040588379,-16.77668571472168,-6.625219345092773,-13.806699752807615,-8.31777572631836,-11.018759727478027,-12.49886703491211,-14.858726501464844,16.241228103637695,-9.02990436553955,-15.751171112060549,-12.038036346435549,-8.622220039367676,-9.527186393737791
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2008_004279.jpg,['tvmonitor'],-8.952330589294434,-13.951213836669922,-17.072622299194336,-14.463648796081545,-9.88890266418457,-10.865490913391112,-12.6011381149292,-2.816023349761963,-11.543890953063965,-15.288897514343262,-13.998126029968262,-8.112171173095703,-14.843852996826172,-13.94108772277832,-6.368916988372803,-6.589625358581543,-14.664287567138672,-11.252273559570312,-10.845785140991213,9.333769798278809
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2008_004289.jpg,"['chair', 'diningtable']",-15.072470664978027,-13.583521842956545,-9.481745719909668,-11.46235179901123,-8.160239219665527,-11.856011390686035,-11.074173927307127,-6.454709053039551,9.567991256713867,-11.13918113708496,1.8924229145050049,-11.298863410949709,-11.326814651489258,-16.05289649963379,-6.548730373382568,-10.004767417907717,-12.303905487060549,-11.25803279876709,-11.316628456115724,-12.791828155517578
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2008_004290.jpg,['cat'],-11.044344902038574,-14.34631061553955,-9.167264938354492,-13.94443702697754,-5.811182975769043,-12.53085231781006,-12.68489933013916,10.30303192138672,-11.60443878173828,-11.65561580657959,-7.132660388946533,-13.644797325134276,-11.258020401000977,-17.32118034362793,-10.779180526733398,-6.643916606903076,-17.40168571472168,-12.00311279296875,-16.201406478881836,-8.950023651123047
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2008_004292.jpg,['sheep'],-12.42845058441162,-10.31722927093506,-9.060507774353027,-15.297354698181152,-16.943286895751953,-12.121724128723145,-7.922619342803955,-11.074583053588867,-21.219650268554688,-2.756272792816162,-16.623666763305664,-13.788798332214355,-8.26272964477539,-10.566492080688477,-1.4095239639282229,-20.76167297363281,2.2545652389526367,-15.366876602172852,-12.34708309173584,-17.157337188720703
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2008_004297.jpg,"['chair', 'dog', 'tvmonitor']",-13.75660228729248,-11.12547779083252,-16.299789428710938,-13.2365140914917,-3.007019519805908,-13.679085731506348,-11.376612663269045,-9.579740524291992,-10.959331512451172,-13.530170440673828,-12.102615356445312,-10.155739784240724,-14.105390548706056,-19.12162208557129,14.75169563293457,-6.928595542907715,-10.56148624420166,-5.242583274841309,-7.583061218261719,9.197694778442385
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2008_004306.jpg,['dog'],-12.499085426330566,-17.799518585205078,-11.33346462249756,-11.089946746826172,-11.71751308441162,-15.13305377960205,-7.55499792098999,-11.471014022827148,-9.791858673095703,-16.67003059387207,-14.80237865447998,7.647051811218262,-16.810197830200195,-17.19657325744629,-12.66415786743164,-16.645431518554688,-12.923908233642578,-12.569938659667969,-15.600720405578612,-9.16895580291748
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2008_004308.jpg,"['bottle', 'person']",-13.117600440979004,-14.049493789672852,-14.976844787597656,-11.436341285705566,1.0753097534179688,-17.406946182250977,-13.44821834564209,-15.503241539001465,-8.51997184753418,-15.171165466308594,2.6005184650421143,-14.240843772888184,-11.561494827270508,-9.061753273010254,13.112640380859377,-10.303216934204102,-14.619636535644531,-15.11537265777588,-14.921611785888672,-9.593876838684082
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2008_004312.jpg,['car'],-13.728529930114746,-10.6409912109375,-12.208014488220217,-8.09472942352295,-19.87425994873047,-19.024314880371094,8.8279447555542,-10.654748916625977,-16.809661865234375,-11.164092063903809,-16.913801193237305,-6.117153167724609,-10.037665367126465,-14.421844482421877,-10.34887981414795,-18.280168533325195,-10.6685791015625,-10.108599662780762,-15.04952335357666,-16.1584529876709
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2008_004317.jpg,['bird'],-14.227709770202637,-16.37030029296875,9.638073921203612,-14.912836074829102,-15.22250270843506,-17.086149215698242,-16.568084716796875,-12.222042083740234,-21.69392967224121,-13.49774169921875,-16.116241455078125,-10.870802879333496,-13.756304740905762,-14.727683067321776,-14.302833557128906,-20.70379066467285,-11.984172821044922,-12.401082038879396,-16.5432071685791,-14.06801414489746
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2008_004318.jpg,['person'],-17.366018295288086,-10.68593406677246,-15.881864547729492,-17.677635192871094,-9.01121997833252,-15.892319679260254,-10.733616828918455,-16.512849807739258,-6.921961784362793,-15.13085651397705,-13.029192924499512,-14.797192573547363,-12.118587493896484,-13.165902137756348,18.779525756835938,-16.074777603149414,-17.398338317871094,-7.098675727844238,-16.297170639038086,-15.998089790344238
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2008_004324.jpg,['dog'],-11.351082801818848,-15.040587425231934,-5.901679039001465,-12.571900367736816,-4.317770957946777,-13.796473503112791,-17.380430221557617,-8.151019096374512,-14.589059829711914,-10.153082847595217,-7.674588680267334,-8.610859870910645,-11.310884475708008,-13.88788890838623,-4.967624187469482,-9.461776733398438,-12.640914916992188,-2.951024293899536,-12.64609432220459,-9.905943870544434
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2008_004326.jpg,['car'],-10.286205291748049,-10.367722511291504,-12.743544578552246,-11.452435493469238,-16.497955322265625,-1.0636941194534302,8.73795223236084,-12.542177200317385,-14.751933097839355,-12.486412048339844,-11.395034790039062,-11.645819664001465,-11.022259712219238,-7.968449115753174,-4.937757968902588,-10.361062049865724,-13.418914794921877,-14.385286331176758,-8.794197082519531,-8.487845420837402
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2008_004327.jpg,['person'],-15.84024143218994,-13.715864181518556,-12.39635181427002,-7.790391445159912,-13.634407997131348,-14.965099334716797,-5.966916084289551,-13.750551223754885,-0.3973447978496551,-11.293771743774414,-11.284460067749023,-15.34107780456543,-11.807379722595217,-13.101780891418455,-2.7857816219329834,-11.832902908325195,-8.756486892700195,-13.494972229003906,-4.122206211090088,-20.53546905517578
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2008_004330.jpg,"['person', 'tvmonitor']",-14.876885414123535,-9.191757202148438,-17.526519775390625,-14.344681739807127,-5.969995498657227,-15.494855880737305,-10.64460277557373,-6.601320743560791,-2.5962157249450684,-14.630321502685549,-9.40054988861084,-7.058394908905029,-10.439058303833008,-17.284364700317383,9.68323040008545,-4.46288537979126,-15.879974365234377,-8.115403175354004,-11.214476585388184,6.571998119354248
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2008_004333.jpg,"['person', 'tvmonitor']",-17.431379318237305,-12.214938163757324,-8.217626571655273,-13.681275367736816,-8.413000106811523,-13.823729515075684,-15.226224899291992,-12.749465942382812,1.6460232734680176,-11.70651912689209,-9.8111572265625,-15.987910270690918,-14.62672519683838,-19.33835220336914,12.58751106262207,-10.751412391662598,-14.528406143188477,-8.792654037475586,-14.82443141937256,6.4518914222717285
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2008_004339.jpg,['car'],-15.761307716369627,-13.432780265808104,-9.368792533874512,-13.977801322937012,-14.179439544677734,-11.992730140686035,-6.958182334899902,-11.18747901916504,-0.800462543964386,-6.1865949630737305,-20.20012092590332,-8.095722198486328,-13.63859748840332,-1.5330926179885864,-12.420780181884766,0.1859960556030273,-12.890710830688477,-10.014781951904297,-4.740533351898193,-11.629459381103516
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2008_004344.jpg,"['chair', 'person']",-13.657929420471191,-10.168415069580078,-14.23228359222412,-15.266287803649902,-12.770276069641112,-10.620006561279297,-11.304173469543455,-1.8619906902313232,-4.496862411499023,-11.191886901855469,-9.288515090942385,-7.388374328613281,-10.087383270263672,-12.458462715148926,16.62452507019043,0.4533929824829101,-9.82379913330078,-1.6198573112487793,-11.55016040802002,-4.655559062957764
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2008_004345.jpg,['motorbike'],-14.365574836730955,-7.743082523345947,-11.845274925231934,-15.561177253723145,-16.860301971435547,-13.184130668640137,-4.663076877593994,-12.137475967407228,-14.36789321899414,-17.55145835876465,-14.864112854003906,-9.676755905151367,-15.258026123046877,8.18971061706543,-7.56390905380249,-9.957354545593262,-17.010377883911133,-12.24612808227539,-13.49570083618164,-19.840999603271484
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2008_004347.jpg,['cat'],-16.1243896484375,-15.9514741897583,-9.774209022521973,-13.4482421875,-15.375984191894531,-16.855623245239258,-13.593878746032717,13.789804458618164,-14.771890640258787,-12.168959617614746,-15.759846687316896,-14.411398887634276,-18.34515953063965,-14.617599487304688,-15.433252334594728,-15.738051414489746,-16.975631713867188,-13.33922004699707,-13.407368659973145,-13.88840389251709
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2008_004348.jpg,['aeroplane'],-10.641131401062012,-14.02322483062744,-15.156454086303713,-17.429153442382812,-16.783817291259766,-4.634182453155518,-2.9165353775024414,-14.769866943359377,-15.43373680114746,-4.165441036224365,-17.55039405822754,-8.069994926452637,-14.580744743347168,-12.19911289215088,-15.991819381713867,-15.079398155212402,-7.467686176300049,-13.733431816101074,-6.796049118041992,-14.871674537658691
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2008_004354.jpg,"['horse', 'person']",-14.15502643585205,-13.481554985046388,-9.548144340515137,-10.55632209777832,-18.612476348876957,-13.22574520111084,-8.083876609802246,-15.119352340698242,-12.83531665802002,-15.893901824951172,-12.504677772521973,-12.659329414367676,11.07876205444336,-10.921464920043944,5.107101440429688,-5.837550163269043,-16.819660186767578,-13.216615676879885,-15.048683166503906,-12.48862361907959
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2008_004357.jpg,['train'],-17.474624633789062,-8.603568077087402,-12.293496131896973,-15.93556308746338,-15.48089599609375,-5.724161148071289,-5.734855175018311,-13.320611953735352,-14.626509666442873,-8.845325469970703,-17.52503204345703,-11.932330131530762,-12.873687744140623,-10.72771167755127,-11.138702392578123,-11.064215660095217,-11.762492179870604,-16.632583618164062,9.914565086364746,-12.808409690856934
